,G1-Ah,G1-Bw,G1-Cox,G11-Ah,G11-Bw,G11-Cox,G2-Ah,G2-Bw,G2-Cox,G3a-Ah,G3a-Bw,G3a-Cox,G9-Ah,G9-Bw,G9-Cox,Ah-1-1,Ah-1-2,Ah-2-1,Ah-2-2,II-P-1-1,II-P-1-2,II-P-2-1,II-P-2-2,Of-1-1,Of-1-2,Of-2-1,Of-2-2,arctic_tundra_TL1,boreal_forest_BZ1,hot_desert_MD3,hot_desert_SF2,hot_desert_SV1,polar_desert_EB017,polar_desert_EB019,polar_desert_EB020,polar_desert_EB021,polar_desert_EB024,polar_desert_EB026,temeprate_coniferous_forest_DF1,temeprate_deciduous_forest_CL1,temeprate_grassland_KP1,tropical_forest_AR3,tropical_forest_PE6,2012_10_Soy_No,2012_11_Corn_Yes,2012_12_Soy_Yes,2012_13_Corn_Yes,2012_14_Soy_Yes,2012_15_Corn_Yes,2012_16_soy_Yes,2012_17_Corn_Yes,2012_18_soy_Yes,2012_19_Corn_Yes,2012_1_corn_No,2012_20_Soy_Yes,2012_2_Soy_No,2012_3_corn_No,2012_4_Soy_No,2012_5_Corn_No,2012_6_Soy_No,2012_7_corn_No,2012_8_Soy_No,2012_9_Corn_No,2013_11_Soy_Yes,2013_12_Corn_Yes,2013_13_Corn_Yes,2013_14_Corn_Yes,2013_15_Soy_Yes,2013_16_Corn_Yes,2013_17_Soy_Yes,2013_18_Corn_Yes,2013_19_Soy_Yes,2013_1_Soy_No,2013_20_Corn_Yes,2013_23_forest,2013_24_forest,2013_2_Corn_No,2013_3_Soy_No,2013_5_Soy_No,2013_6_Corn_No,2013_7_Soy_No,2013_8_Corn_No,2013_9_Soy_No,ERR1104480.fastq.gzaligned,ERR1104481.fastq.gzaligned,ERR476938_1.fastq.gzaligned,ERR476939_1.fastq.gzaligned,ERR476940_1.fastq.gzaligned,ERR476941_1.fastq.gzaligned,ERR476942_1.fastq.gzaligned,ERR476943_1.fastq.gzaligned,ERR476944_1.fastq.gzaligned,ERR476945_1.fastq.gzaligned,ERR476946_1.fastq.gzaligned,ERR481108_1.fastq.gzaligned,ERR481109_1.fastq.gzaligned,ERR481110_1.fastq.gzaligned,ERR481111_1.fastq.gzaligned,ERR481112_1.fastq.gzaligned,ERR515173_1.fastq.gzaligned,ERR515174_1.fastq.gzaligned,ERR515176_1.fastq.gzaligned,ERR515177_1.fastq.gzaligned,ERR515178_1.fastq.gzaligned
Sphingolipid biosynthesis in plants,1,0,0,1,3,0,0,0,0,2,0,3,3,0,2,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
EC 2.7.1.- Phosphotransferases with an alcohol group as acceptor,3,5,2,4,12,5,3,4,5,7,13,8,10,18,6,1,5,1,1,3,3,2,2,7,5,9,9,11,7,5,2,1,10,7,3,5,5,35,1,2,3,3,5,1,1,0,1,1,0,1,0,0,0,0,1,3,0,1,0,4,0,0,1,2,0,1,1,2,1,4,3,0,0,0,0,1,0,0,0,3,1,1,0,19,16,17,12,5,8,5,3,2,7,5,10,13,34,6,7,8,12,27,34,42
Modification of eukaryotic initiation factor 5A,1284,1051,685,1454,1866,1049,1006,786,666,1789,1996,1493,2300,1827,1725,621,581,191,168,518,486,831,801,759,758,935,921,677,693,632,704,1279,1138,696,1162,664,1304,976,343,554,531,464,755,68,77,15,149,70,79,62,62,0,0,45,61,106,22,64,46,113,62,101,67,47,2,87,101,112,93,94,153,95,42,101,70,116,57,5,80,74,27,54,62,2467,2443,465,408,186,372,514,563,71,439,189,316,266,634,162,156,187,182,219,219,199
YcfH,710,634,434,855,1173,649,563,466,415,993,1114,906,1319,951,1013,280,219,99,100,257,227,416,383,363,356,432,426,216,182,182,206,352,263,303,267,174,381,342,112,183,169,142,285,25,30,7,94,29,30,32,31,0,1,27,29,54,21,27,24,33,35,39,20,34,2,38,54,49,39,33,71,31,14,39,25,51,31,6,20,39,7,43,22,1436,1364,278,235,120,292,301,286,44,240,88,192,143,440,74,106,123,85,146,142,159
Deoxyribose and Deoxynucleoside Catabolism,2366,2270,1735,3418,4872,2679,2183,1811,1655,3968,4220,3513,5379,4102,4101,807,768,242,247,619,589,997,960,1193,1167,1492,1444,953,999,1087,1052,1884,1853,885,1772,934,1584,1084,424,776,792,596,1283,162,134,25,356,154,141,177,146,0,1,103,127,223,66,126,117,258,161,250,182,132,9,191,214,237,179,173,303,175,70,153,165,238,115,10,115,152,62,152,149,5444,5199,1333,949,527,1128,956,868,122,815,369,815,547,1595,347,347,371,367,461,464,474
Erythritol utilization,185,102,77,113,201,85,96,94,45,253,166,109,257,196,146,90,80,28,28,72,65,88,82,124,122,129,121,65,136,32,44,60,16,29,19,6,23,22,49,86,44,33,37,5,9,3,17,4,9,9,4,0,0,9,7,14,0,3,5,17,5,8,5,7,0,8,8,18,5,6,21,8,3,6,10,4,10,0,8,4,4,2,9,497,492,70,64,30,41,89,148,4,34,16,26,15,43,15,14,11,7,15,9,16
Siderophore Desferrioxamine E,0,0,1,0,0,1,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Glycerate metabolism,422,409,268,575,764,458,348,341,279,710,617,571,879,581,494,166,162,46,47,121,111,195,196,236,217,256,250,159,241,254,192,396,159,123,472,159,231,131,166,257,169,161,283,43,35,6,80,37,43,19,20,0,0,28,14,47,17,25,26,71,27,50,31,31,2,31,29,36,26,30,58,41,20,33,65,71,24,0,36,31,11,23,38,1121,1061,142,141,59,95,124,130,12,70,37,73,51,123,38,26,22,12,42,35,47
Dihydroxyacetone kinases,774,782,467,955,1479,709,650,538,479,1118,959,817,1375,969,892,182,185,59,61,258,226,367,355,205,210,239,234,122,146,147,133,236,68,117,147,179,91,42,135,188,200,98,130,36,39,6,90,23,36,34,31,1,0,20,27,48,17,23,35,66,45,64,27,26,2,33,41,30,30,21,66,35,15,36,32,57,18,1,27,29,13,33,32,1296,1274,246,140,78,184,185,89,24,146,61,115,97,245,50,53,42,44,96,115,91
Proton-dependent Peptide Transporters,32,34,17,38,66,40,21,26,23,30,51,38,109,56,48,21,17,10,10,7,9,18,28,49,40,76,71,22,23,7,23,34,66,141,25,28,23,142,13,25,49,33,40,6,1,1,13,5,3,3,4,0,0,4,4,11,2,3,2,6,4,11,0,4,1,4,13,11,9,9,15,5,2,7,8,6,4,0,2,2,2,7,1,107,107,23,4,2,8,133,142,4,42,20,16,13,30,5,15,9,7,13,14,19
Triacylglycerol metabolism in plants,0,0,0,0,1,0,0,0,2,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biflavanoid biosynthesis,385,366,243,435,577,345,267,268,202,629,655,449,742,526,494,197,185,61,64,183,176,263,264,199,194,262,229,62,74,30,24,56,41,48,20,8,29,54,47,92,32,51,131,9,5,2,22,7,5,5,10,0,0,5,5,13,7,4,9,9,9,10,4,2,0,10,6,7,13,12,16,6,6,4,15,12,6,0,6,8,4,9,8,850,803,137,123,74,150,207,236,15,121,43,81,68,258,44,54,55,46,78,101,71
Acetyl-CoA biosynthesis in plants,4894,4448,3154,5814,8007,4226,4057,3696,2853,7518,7485,5807,9194,6568,6081,1832,1716,529,513,1769,1681,2590,2575,1981,1921,2501,2461,1925,1760,1972,1952,3931,2380,2097,3092,1768,3263,2411,1212,1876,1733,1471,2295,259,233,39,635,283,261,298,217,1,2,181,216,463,107,239,212,501,243,441,274,204,23,325,346,423,336,339,553,317,163,299,329,430,231,17,259,285,133,262,253,10017,9728,1886,1447,796,1584,1869,1684,232,1206,536,1348,866,2590,612,625,804,644,892,930,943
Glycine cleavage system,1010,823,567,1095,1661,833,733,659,523,1466,1326,937,1936,1270,1072,387,367,121,114,356,350,478,446,509,486,650,633,228,286,433,384,795,440,785,707,418,1002,651,182,281,338,146,313,63,47,10,145,53,58,80,46,0,1,41,53,88,31,39,39,73,67,79,50,39,5,86,66,83,50,61,109,60,23,66,57,68,48,3,42,48,29,61,66,2470,2351,571,445,216,453,422,430,72,328,164,255,158,612,115,133,203,148,229,278,268
Branched-chain amino acid metabolism in plants,569,563,387,728,1028,592,532,421,425,1028,923,792,1105,856,885,172,162,61,65,159,145,233,235,238,234,280,264,192,199,217,182,364,265,238,350,256,478,134,87,177,135,77,370,22,23,12,90,39,31,35,26,0,0,25,32,37,10,21,21,47,27,54,37,26,3,45,38,33,26,31,41,31,15,37,33,31,16,2,26,32,10,29,18,945,932,192,128,57,205,275,465,35,252,120,173,83,294,68,53,86,61,70,61,72
YebC,3492,3179,2306,4252,5594,3281,2997,2347,2120,5201,5192,4433,6857,5345,4824,1289,1183,408,379,1104,1061,1726,1688,1692,1671,2166,2139,1752,1783,1864,1810,3435,2410,2332,3261,2207,3789,2356,1035,1589,1450,1180,2125,250,214,44,613,261,279,299,196,0,1,169,215,329,118,184,167,431,200,375,242,167,21,298,327,364,258,300,502,248,112,257,273,384,177,16,193,235,101,243,212,7328,7120,1563,1215,629,1402,1630,1730,193,1249,545,1068,678,1942,479,467,588,515,593,663,602
Novel non-oxidative pathway of Uracil catabolism,420,323,261,464,656,339,309,264,194,667,626,428,706,445,395,238,217,83,80,209,200,336,336,285,277,400,389,249,351,114,187,307,640,16,341,137,348,299,137,286,134,124,359,25,20,4,34,17,24,36,19,0,0,13,18,36,8,20,11,38,17,39,15,8,3,25,27,35,33,41,29,18,12,29,41,27,18,3,25,13,8,29,22,663,611,88,67,36,68,68,123,5,62,24,49,39,124,31,35,12,15,18,23,25
Methanogenesis from methylated compounds,1,1,1,3,4,3,4,1,1,0,6,2,6,2,8,1,3,0,0,4,4,4,5,0,1,2,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,28,22,2,5,3,0,2,1,1,6,0,15,30,53,7,10,21,20,28,26,29
Betaine biosynthesis from glycine,21,8,12,19,14,12,11,10,6,41,23,11,27,19,13,19,13,10,7,15,9,36,37,11,12,18,16,0,0,7,9,8,0,77,5,22,2,0,0,2,0,0,6,1,0,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,50,43,62,52,23,39,108,173,3,37,15,10,3,8,3,5,5,1,8,2,3
ergothioneine biosynthesis,1212,1010,751,1322,1777,908,971,836,623,1709,1649,1296,2237,1552,1514,437,423,128,126,362,327,565,549,451,413,544,511,265,274,304,252,467,402,775,596,593,1020,282,176,293,228,185,404,50,36,12,91,42,46,52,53,1,0,43,37,58,15,25,30,75,34,70,40,26,4,50,46,56,46,53,94,44,25,58,63,48,28,5,38,46,17,40,35,2025,1972,385,354,173,352,483,546,66,363,158,298,165,515,111,120,191,170,167,146,161
ABC transporter dipeptide (TC 3.A.1.5.2),6963,8354,5505,9979,14352,8271,5877,6535,5319,11129,14680,11491,15309,12682,12280,4479,4042,1349,1280,3784,3557,5621,5352,3998,3936,4959,4830,1790,2041,2166,1990,3841,1767,1488,2129,1354,2057,1549,1653,2357,1833,2037,2629,314,233,58,649,312,285,326,217,1,2,218,231,442,121,228,193,470,272,462,294,238,29,348,308,363,303,289,545,362,160,295,405,499,231,31,240,283,125,250,259,16762,16072,3097,2166,1178,2554,2216,1601,278,1822,782,1670,1383,3105,842,817,827,783,1085,1100,1069
Diphthamide biosynthesis,37,42,31,49,63,49,29,28,45,74,85,92,102,79,57,9,11,1,4,14,15,26,13,24,24,19,23,8,7,21,31,66,10,0,9,6,12,4,2,7,5,22,23,0,0,2,3,1,1,2,1,0,0,0,2,1,0,1,1,6,0,2,4,2,0,0,0,0,3,1,5,0,1,0,0,3,1,0,1,2,0,2,3,74,74,25,23,11,19,148,361,46,239,105,33,64,89,18,19,30,43,24,25,28
Dipicolinate Synthesis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,24,0,0,0,0,1,9,0,1,0,0,0,0,0,0,0,0,1,0,0
Glutathione: Non-redox reactions,1179,881,610,1021,1490,858,820,722,485,1606,1439,1041,1709,1322,1122,689,614,199,181,528,477,803,779,671,661,919,920,313,413,293,318,562,143,417,254,385,404,260,326,505,322,279,429,45,52,10,89,38,44,46,50,0,0,36,37,71,25,27,36,77,44,71,41,28,1,53,58,59,40,46,107,49,24,40,73,74,54,3,42,48,22,37,37,2734,2642,303,316,196,301,335,325,26,165,62,256,146,389,116,119,132,103,142,124,143
At5g04520 AT1G06240,1652,1463,1023,2059,2740,1444,1337,1128,903,2687,2606,1892,3293,2398,2334,889,784,260,242,630,601,968,950,1190,1120,1394,1303,600,641,426,420,838,497,199,526,324,763,461,318,595,371,299,574,65,74,23,179,63,73,89,48,1,0,54,59,124,43,60,66,102,72,91,81,36,6,95,94,101,78,72,138,94,28,72,87,90,50,4,63,49,25,51,45,4262,4066,683,551,317,665,826,918,82,525,261,462,383,1089,251,227,274,253,306,298,332
Lactate utilization,1820,1580,1146,2107,2864,1440,1383,1185,973,2990,2686,2022,2868,2099,1713,874,847,267,261,744,734,1263,1241,933,919,1203,1193,764,621,451,451,800,369,405,579,623,508,355,369,719,502,367,940,76,85,15,177,64,76,81,71,0,0,45,66,107,23,41,45,119,57,110,82,52,3,70,98,109,74,63,138,90,43,85,121,137,47,5,91,68,28,79,57,3578,3452,519,389,202,473,394,290,53,338,149,352,232,691,174,149,196,187,197,215,210
DNA topoisomerases_ Type II_ ATP-dependent,6719,5938,4214,8137,10636,6033,5471,4444,3725,10065,10088,7948,12419,9174,8945,2843,2685,891,874,2135,2069,3514,3449,3957,3909,4910,4861,3584,3956,3900,4204,7947,5134,4937,7096,4483,7589,5700,2242,3753,3356,2825,5011,610,474,117,1345,506,528,673,448,2,6,389,420,884,242,471,371,922,513,851,490,411,27,706,773,855,745,670,1128,685,329,610,714,797,486,41,476,509,233,557,546,15134,14852,2979,2476,1256,2752,3378,3663,394,2455,1074,1783,1252,3729,883,917,1002,887,1119,1173,1188
DNA Helicase of Unknown Function,143,134,90,177,187,97,168,111,78,333,221,118,331,164,105,44,47,15,11,67,62,83,76,74,79,65,58,23,13,100,99,158,51,32,35,87,69,144,9,14,9,33,24,2,1,1,8,4,1,0,4,0,0,2,0,4,3,2,2,9,5,3,3,3,0,2,4,3,8,8,8,7,1,2,6,2,2,0,3,4,3,4,2,170,159,69,70,32,71,26,70,12,89,33,27,8,34,7,15,7,3,14,15,23
DNA processing cluster,2401,1993,1470,2756,3567,1860,1885,1585,1286,3292,3323,2620,4345,3436,3266,1024,935,284,280,883,824,1279,1242,1170,1144,1537,1494,938,953,1082,1058,1901,1165,1675,1775,1238,2123,1312,553,867,776,657,1086,143,92,24,279,123,129,149,92,0,0,91,98,166,62,95,84,181,111,203,122,89,6,152,184,191,163,138,239,161,71,129,142,178,124,8,130,112,43,109,121,5375,5179,755,616,314,707,786,859,94,545,241,504,359,1001,248,243,265,247,332,322,395
Macromolecular synthesis operon,6720,5883,4110,7350,10466,5568,5369,4812,3669,9832,9945,7643,12115,8982,8356,2471,2214,776,776,2281,2207,3460,3351,2750,2676,3544,3396,2439,2466,2591,2618,4514,3032,2985,4494,2938,4940,2776,1385,2268,2003,1798,3242,302,274,50,702,299,286,342,273,3,1,205,231,440,106,215,234,474,286,438,274,217,23,329,350,424,342,331,567,365,147,325,377,423,207,23,310,305,123,286,322,11911,11674,2252,1825,924,2010,2161,2363,274,1672,711,1473,1043,3033,658,754,769,693,963,1022,1023
DNA recombination_ archaeal,8,32,13,7,21,17,11,18,10,3,24,47,31,15,15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18,35,28,3,0,0,1,0,0,0,0,2,5,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,23,23,12,11,13,5,79,214,28,137,67,9,12,34,3,5,17,12,7,6,5
DNA repair and recombination eukaryotic,2,3,0,2,0,1,1,0,1,1,2,1,2,1,0,1,1,0,1,0,0,1,1,1,2,0,0,0,1,1,1,3,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Heat shock dnaK gene cluster extended,155,116,81,190,191,99,143,90,73,343,216,181,389,184,190,50,47,11,13,40,45,64,66,85,97,100,98,68,60,103,96,188,121,238,148,102,121,248,35,46,68,54,64,10,11,1,24,10,7,9,8,0,0,10,8,22,2,12,11,22,10,12,10,12,0,19,14,18,14,12,25,16,9,11,10,10,10,0,3,7,7,13,7,345,350,75,83,36,66,51,32,12,59,29,60,40,153,32,26,39,29,48,60,50
DNA topoisomerases_ Type I_ ATP-independent,1716,1607,1222,2199,3215,1809,1454,1240,1164,2884,2972,2538,3337,2560,2489,661,615,224,216,538,524,855,865,1051,1027,1208,1171,965,991,804,877,1682,1387,1056,1536,938,1925,1249,540,848,742,626,1308,140,97,31,285,161,123,138,124,0,0,112,116,186,51,93,99,231,103,197,138,101,6,155,174,190,160,140,267,156,71,139,144,157,112,6,100,119,62,135,117,4024,3882,880,731,375,854,1004,1337,144,785,369,601,442,1206,280,311,313,281,376,391,384
Rcs phosphorelay signal transduction pathway,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNA structural proteins_ bacterial,859,664,455,812,1249,601,681,533,359,1410,1284,822,1312,862,869,455,432,155,122,384,367,548,532,527,515,596,572,409,330,152,200,393,241,196,203,143,253,276,163,296,170,156,394,32,22,5,61,31,37,33,25,0,0,22,25,32,14,19,25,42,23,36,26,23,1,27,38,51,43,35,63,39,16,29,47,59,21,1,23,25,14,33,30,1949,1871,257,245,106,242,318,363,33,233,114,216,152,424,106,109,117,88,135,155,159
At2g23840,2237,1991,1486,2644,3732,1990,1824,1579,1344,3159,3370,2766,4184,3193,3131,819,791,267,254,743,714,1165,1127,1157,1102,1429,1410,1220,1336,1261,1304,2439,1946,1521,2375,1592,2767,1597,665,1172,1046,928,1634,186,136,37,380,147,161,207,125,0,2,114,130,238,81,137,106,254,150,232,139,120,7,212,228,263,177,199,321,217,87,169,207,234,131,11,155,179,69,171,155,4494,4370,881,685,375,794,952,957,123,593,283,586,392,1245,293,297,302,288,370,335,352
RNA polymerase bacterial,8165,7194,5221,9889,13672,7904,6642,5628,5035,11933,12348,10363,15518,12208,11759,3416,3294,1034,1031,3027,2979,4623,4598,4535,4457,5767,5692,5427,6022,6343,6819,12299,8077,8062,12113,7538,13181,7136,3171,5353,4600,4070,7559,860,625,140,1645,759,659,851,603,8,5,584,603,1255,333,596,522,1316,721,1174,731,564,44,973,1022,1101,857,874,1507,836,415,748,933,1161,572,48,670,751,322,777,711,16727,16499,3464,2909,1370,3057,3711,3624,410,2488,1061,2034,1481,4246,1015,1087,1137,1019,1477,1398,1476
RNA polymerase chloroplast,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,0,0,1,1,4,1,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA polymerase I,8,3,2,8,14,5,5,1,2,9,1,3,13,9,3,2,1,2,1,1,0,3,2,8,4,10,8,2,6,1,4,3,0,0,1,1,0,1,2,4,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,2,0,0,1,0,0,0,0,1,1,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,27,20,6,2,2,0,0,3,0,2,0,0,1,1,4,0,1,1,0,0,0
RNA polymerase II,14,2,4,8,27,6,5,2,6,5,9,9,11,11,2,3,1,1,1,2,1,5,3,10,11,15,13,0,5,5,0,5,3,0,1,1,1,0,2,6,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31,28,1,5,3,2,2,4,0,1,0,0,1,2,0,1,0,0,1,1,0
RNA polymerase III,9,9,1,15,12,0,1,4,3,18,4,4,4,5,1,0,0,4,0,0,0,1,2,13,14,5,8,3,3,1,1,8,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,3,2,0,0,0,19,13,3,2,1,0,0,0,0,1,0,0,1,0,2,0,2,0,1,0,0
RNA polymerase archaeal,42,71,52,54,85,90,31,51,103,12,184,188,110,97,61,1,2,0,0,1,0,1,0,1,1,2,1,5,4,185,236,488,18,0,10,2,13,1,0,5,56,128,98,7,1,0,6,6,3,3,5,0,0,0,3,1,0,2,2,10,3,5,10,4,2,6,4,1,5,6,12,5,3,3,4,6,3,0,4,5,2,1,5,70,71,67,66,35,53,551,1217,136,844,330,44,107,183,21,24,89,80,46,44,41
Dot-Icm type IV secretion system,12,16,10,19,43,26,12,9,12,15,25,34,18,17,17,5,4,0,0,5,3,10,10,14,17,19,21,4,11,0,1,4,17,0,1,6,0,7,4,10,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,0,2,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,22,29,9,9,4,2,8,8,1,1,0,1,0,2,0,1,0,0,0,0,0
dTDP-rhamnose synthesis,5889,4951,3601,6679,9281,5258,4528,4074,3206,7953,8923,7430,10882,8900,8460,2609,2455,808,764,2326,2251,3759,3642,3360,3297,4204,4060,2646,2839,3147,3264,5953,4812,4540,5422,3460,6395,3601,1548,2444,2470,1962,3143,352,286,66,719,307,301,387,322,7,1,248,279,535,145,280,257,576,328,512,286,256,27,392,457,530,425,442,648,422,223,393,412,555,279,19,303,341,150,338,323,12066,11810,2387,1817,907,2009,2130,2399,304,1728,735,1365,1045,2632,680,644,827,690,988,1001,952
Broadly distributed proteins not in subsystems,1500,1192,811,1487,2197,1146,1223,848,635,2193,2008,1484,2615,1702,1681,783,712,196,188,539,527,884,868,836,802,1065,1004,539,471,439,460,875,706,388,710,340,934,624,391,570,518,460,692,87,60,16,169,76,68,83,48,0,0,58,55,116,46,66,37,135,59,127,70,64,4,80,99,103,88,76,152,84,51,79,78,119,74,2,57,83,48,78,73,3611,3491,624,472,231,536,516,428,49,421,160,295,182,538,132,142,134,116,135,129,148
A TRAP transporter and a hypothetical,53,44,18,116,165,39,57,31,22,111,74,39,101,71,58,45,44,17,14,33,29,54,56,81,79,81,78,87,60,31,29,47,6,3,33,16,16,66,39,38,36,17,7,5,1,1,9,2,3,3,8,0,0,4,5,8,1,7,2,8,1,3,2,1,0,7,15,9,7,4,15,4,2,5,3,4,6,1,2,8,3,5,5,439,427,65,63,23,57,42,12,2,29,13,39,29,80,26,26,26,24,63,54,59
Prenylated indole derivatives in actinomycetes,272,78,56,199,64,20,170,46,26,442,78,42,487,99,68,21,21,3,2,26,28,40,35,23,16,42,35,30,26,50,43,112,10,30,40,43,29,7,23,35,45,26,83,12,15,4,32,10,41,27,19,1,0,7,3,15,3,11,10,20,13,15,9,2,0,14,15,20,12,19,36,14,8,7,9,10,3,0,5,19,2,11,10,245,242,148,46,31,149,155,43,15,64,25,106,21,114,37,43,102,100,2,2,5
Pantothenate and CoA biosynthesis in plants,0,1,0,0,1,0,0,0,1,0,1,0,1,2,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Pyridoxin HMP,0,4,0,4,2,4,0,2,4,3,0,2,4,3,2,0,0,0,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21,19,0,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
Resistance to fluoroquinolones,11,14,12,25,25,10,11,10,11,29,37,34,45,28,22,3,3,2,3,7,8,5,7,12,9,12,14,1,2,1,2,5,4,1,4,5,5,3,1,1,2,2,4,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,24,25,4,2,2,6,3,4,3,1,3,12,7,10,4,4,2,1,9,9,11
Na(+)-translocating NADH-quinone oxidoreductase and rnf-like group of electron transport complexes,96,67,45,72,105,64,70,57,32,181,127,73,146,82,70,68,51,12,13,36,40,60,55,65,58,92,96,126,70,15,32,31,319,1129,259,173,231,871,26,37,17,20,116,6,7,2,3,5,1,4,2,0,0,5,7,21,2,3,3,14,3,9,5,7,0,11,9,12,8,10,20,4,1,11,9,10,4,0,2,2,2,5,6,501,497,293,508,246,294,245,209,24,197,95,133,126,395,70,72,172,163,276,269,291
RidA: all subgroups_ 8100 genomes,0,3,0,2,1,3,0,0,0,4,3,2,6,2,2,1,0,0,0,2,0,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Archaeal membrane bound hydrogenases,24,29,36,50,108,63,16,34,42,40,53,75,44,80,53,5,8,5,1,9,5,7,9,5,6,19,14,5,2,12,10,16,3,4,6,3,2,1,2,5,7,2,7,0,1,0,2,2,1,2,0,0,0,1,0,2,0,0,1,3,2,3,4,2,0,1,0,3,1,0,2,5,1,4,0,3,2,0,2,0,3,0,1,43,42,10,6,2,10,7,5,2,10,3,12,10,26,5,9,7,2,2,5,2
