,G1-Ah,G1-Bw,G1-Cox,G11-Ah,G11-Bw,G11-Cox,G2-Ah,G2-Bw,G2-Cox,G3a-Ah,G3a-Bw,G3a-Cox,G9-Ah,G9-Bw,G9-Cox,Ah-1-1,Ah-1-2,Ah-2-1,Ah-2-2,II-P-1-1,II-P-1-2,II-P-2-1,II-P-2-2,Of-1-1,Of-1-2,Of-2-1,Of-2-2,arctic_tundra_TL1,boreal_forest_BZ1,hot_desert_MD3,hot_desert_SF2,hot_desert_SV1,polar_desert_EB017,polar_desert_EB019,polar_desert_EB020,polar_desert_EB021,polar_desert_EB024,polar_desert_EB026,temeprate_coniferous_forest_DF1,temeprate_deciduous_forest_CL1,temeprate_grassland_KP1,tropical_forest_AR3,tropical_forest_PE6,2012_10_Soy_No,2012_11_Corn_Yes,2012_12_Soy_Yes,2012_13_Corn_Yes,2012_14_Soy_Yes,2012_15_Corn_Yes,2012_16_soy_Yes,2012_17_Corn_Yes,2012_18_soy_Yes,2012_19_Corn_Yes,2012_1_corn_No,2012_20_Soy_Yes,2012_2_Soy_No,2012_3_corn_No,2012_4_Soy_No,2012_5_Corn_No,2012_6_Soy_No,2012_7_corn_No,2012_8_Soy_No,2012_9_Corn_No,2013_11_Soy_Yes,2013_12_Corn_Yes,2013_13_Corn_Yes,2013_14_Corn_Yes,2013_15_Soy_Yes,2013_16_Corn_Yes,2013_17_Soy_Yes,2013_18_Corn_Yes,2013_19_Soy_Yes,2013_1_Soy_No,2013_20_Corn_Yes,2013_23_forest,2013_24_forest,2013_2_Corn_No,2013_3_Soy_No,2013_5_Soy_No,2013_6_Corn_No,2013_7_Soy_No,2013_8_Corn_No,2013_9_Soy_No,ERR1104480.fastq.gzaligned,ERR1104481.fastq.gzaligned,ERR476938_1.fastq.gzaligned,ERR476939_1.fastq.gzaligned,ERR476940_1.fastq.gzaligned,ERR476941_1.fastq.gzaligned,ERR476942_1.fastq.gzaligned,ERR476943_1.fastq.gzaligned,ERR476944_1.fastq.gzaligned,ERR476945_1.fastq.gzaligned,ERR476946_1.fastq.gzaligned,ERR481108_1.fastq.gzaligned,ERR481109_1.fastq.gzaligned,ERR481110_1.fastq.gzaligned,ERR481111_1.fastq.gzaligned,ERR481112_1.fastq.gzaligned,ERR515173_1.fastq.gzaligned,ERR515174_1.fastq.gzaligned,ERR515176_1.fastq.gzaligned,ERR515177_1.fastq.gzaligned,ERR515178_1.fastq.gzaligned
LSU ribosomal protein MRPL31_ mitochondrial,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSU ribosomal protein P0 (L10p),3,5,5,2,7,12,0,6,10,1,7,19,8,7,1,2,1,0,0,0,0,0,0,1,1,2,2,1,0,2,1,10,2,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,6,3,1,25,92,11,85,31,3,6,13,5,3,8,8,2,4,3
LSU ribosomal protein P2 (L7/L12),1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L-threonine 3-dehydrogenase (EC 1.1.1.103),784,679,513,793,1179,700,615,528,434,1050,1168,844,1254,1082,972,326,314,93,101,313,296,460,457,347,321,437,447,363,370,166,230,395,369,103,369,164,314,327,193,334,284,256,528,35,28,8,78,39,36,39,31,0,0,31,43,67,6,33,37,65,36,61,47,33,2,52,59,65,52,55,73,42,23,47,51,70,33,4,29,30,16,30,38,1219,1220,217,188,86,147,302,467,43,224,105,240,164,435,74,117,129,114,132,147,144
L-threonine 3-O-phosphate decarboxylase (EC 4.1.1.81),132,102,74,102,178,51,80,88,60,246,161,104,153,139,80,80,73,24,21,57,58,73,53,71,68,98,95,11,30,32,22,40,12,53,11,68,34,67,22,32,14,10,24,4,4,3,11,4,4,6,9,0,0,0,2,3,2,1,5,8,2,5,4,2,0,5,2,5,6,1,4,7,0,4,2,7,1,0,4,5,2,3,1,304,308,50,27,16,62,69,60,8,38,25,21,14,73,13,9,23,24,22,22,24
Lumazine protein_ riboflavin synthase homolog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LuxA_ luciferase alpha chain (EC 1.14.14.3),0,3,2,1,1,1,0,0,0,0,1,0,0,1,2,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LuxB_ luciferase beta chain (EC 1.14.14.3),0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LuxC_ acyl-CoA reductase (EC 1.2.1.50),0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LuxE_ long-chain-fatty-acid ligase (EC 6.2.1.19),0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L-xylulose 5-phosphate 3-epimerase (EC 5.1.3.-),0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,1,0,0,0,0,3,0,0,0,1,0,1,0,0,0,4,1
L-xylulose/3-keto-L-gulonate kinase (EC 2.7.1.-),0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,2,1,2
Lycopene beta cyclase (EC 1.14.-.-),7,8,7,9,14,6,5,7,5,9,17,1,29,10,10,5,7,0,0,0,3,3,4,15,14,20,18,0,3,9,15,20,8,68,16,14,38,30,4,1,2,1,4,0,1,0,2,0,0,2,0,0,0,0,2,4,0,0,1,0,0,0,0,1,0,1,1,1,0,1,2,0,0,0,0,1,0,2,0,0,0,0,1,68,50,14,12,6,19,13,4,2,12,6,6,5,21,0,9,0,0,3,0,3
Lycopene cyclase,17,3,8,16,16,8,8,6,5,34,10,10,28,21,18,9,11,1,1,3,3,6,2,22,12,23,27,2,2,15,12,21,8,24,32,12,69,17,0,4,9,2,1,1,1,0,4,3,1,2,1,0,0,0,1,1,1,0,0,2,2,1,1,4,0,1,0,4,1,3,4,3,0,1,0,1,1,0,0,3,0,1,1,115,111,22,11,5,21,16,3,3,15,7,9,0,7,3,1,0,0,1,1,1
Lycopene cyclase_ CruA type,2,1,0,5,5,0,2,1,0,1,1,0,10,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,16,18,8,3,0,0,0,6,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Lycopene elongase (EC 2.5.1.-),0,0,1,3,2,3,0,1,1,4,1,0,5,7,6,0,0,0,0,0,0,0,0,0,1,2,2,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6,4,3,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Lysine 2_3-aminomutase (EC 5.4.3.2),638,339,288,585,538,365,440,291,213,888,680,484,986,646,631,265,270,60,62,251,236,364,358,225,232,322,302,189,189,175,218,386,233,68,418,121,315,155,166,211,254,233,319,47,46,11,120,46,38,63,30,0,1,37,32,57,24,29,31,73,39,69,32,27,0,47,51,61,47,48,60,45,25,34,51,75,35,4,30,41,19,39,45,993,952,214,184,78,227,229,213,29,128,55,208,133,316,91,79,170,170,145,119,133
Lysine 2-monooxygenase (EC 1.13.12.2),82,21,6,61,4,7,35,2,2,100,15,2,62,19,8,3,5,1,1,5,4,11,12,6,5,2,4,1,6,22,12,20,0,1,2,0,3,4,13,19,2,2,17,4,5,1,13,2,8,0,2,0,0,0,2,1,0,1,1,4,3,4,5,4,0,5,2,2,1,3,3,1,0,0,3,3,0,0,2,4,1,2,2,102,94,4,6,1,3,13,15,0,2,1,1,1,1,3,1,1,3,0,0,1
Lysine decarboxylase (EC 4.1.1.18),223,143,87,252,252,125,149,97,60,419,186,186,503,182,178,97,94,21,21,88,101,132,134,79,81,117,111,56,47,42,46,81,62,349,63,25,51,172,49,83,74,76,113,25,8,1,44,22,11,19,15,0,0,14,16,37,5,12,17,28,15,23,6,12,0,27,21,24,16,18,38,22,8,17,23,32,13,0,16,13,5,29,14,752,744,61,93,39,46,27,48,1,34,15,76,26,98,23,27,46,38,36,34,48
Lysine decarboxylase_ inducible (EC 4.1.1.18),0,0,0,1,3,0,0,1,0,0,1,0,0,0,0,2,3,0,0,2,2,5,4,6,4,8,3,0,1,2,0,0,0,0,0,1,0,2,2,1,3,4,17,0,0,0,1,0,1,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,1,1,2,1,0,1,1,0,0,0,3,1,0,0,0,0,1,0,33,29,0,1,0,1,0,0,0,0,0,5,1,7,1,2,1,0,0,0,0
Lysine/cadaverine antiporter membrane protein CadB,28,20,14,51,43,20,14,19,21,39,46,24,27,44,21,10,11,6,7,9,5,9,14,43,46,36,32,2,5,0,1,2,1,0,4,2,0,0,5,2,2,4,5,2,3,0,0,1,2,1,2,0,0,0,1,1,0,0,0,1,0,1,2,1,0,1,2,1,2,1,1,0,0,0,0,3,0,0,3,2,0,0,1,99,99,22,21,5,20,76,64,2,24,13,7,8,13,12,6,1,6,2,8,8
Lysine-arginine-ornithine-binding periplasmic protein precursor (TC 3.A.1.3.1),11,11,1,14,13,10,6,6,7,7,9,12,7,7,2,4,2,4,0,10,6,6,7,13,12,13,13,0,8,3,3,2,1,0,0,0,0,1,7,15,0,3,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,15,3,8,2,7,0,2,0,4,0,1,0,5,2,3,0,0,0,1,1
Lysophospholipase (EC 3.1.1.5),248,146,86,237,381,164,168,162,112,453,276,202,243,233,163,142,119,30,23,83,65,119,110,140,140,196,167,51,50,41,22,56,14,7,40,13,33,26,32,61,23,19,40,9,7,0,22,11,4,9,9,0,0,6,8,9,2,7,10,10,4,8,3,0,0,10,6,8,6,8,15,7,1,7,5,8,6,1,7,9,0,4,7,547,515,99,57,34,97,87,129,11,56,26,48,34,78,19,15,20,13,29,38,33
Lysophospholipase L2 (EC 3.1.1.5),81,66,53,99,153,61,66,60,39,149,119,80,127,99,89,44,41,17,19,31,16,23,27,49,45,82,76,31,37,12,11,22,1,0,3,0,4,31,24,42,22,22,49,8,3,2,10,6,3,5,2,0,0,5,2,5,1,1,0,3,3,6,2,1,0,8,3,6,4,5,10,4,2,6,6,5,2,0,4,4,1,3,5,297,291,25,15,8,12,22,5,1,11,8,18,10,13,9,5,2,1,5,6,4
Lysophospholipid acyltransferase,101,40,49,70,107,70,69,69,49,126,147,114,154,109,123,92,84,24,16,74,75,132,123,64,63,80,75,12,6,1,3,2,5,0,3,8,5,7,11,13,21,12,23,2,0,0,2,1,0,1,2,0,0,0,3,3,2,0,1,4,0,2,1,0,0,0,4,2,0,2,5,1,0,1,0,3,0,0,0,3,0,4,0,186,180,22,15,6,17,84,112,3,20,9,13,3,23,9,6,14,10,17,21,17
LysR family regulatory protein CidR,47,26,22,34,52,26,25,30,9,50,49,29,42,23,23,37,34,6,19,35,39,46,48,34,32,39,34,0,7,3,2,2,0,1,1,0,1,0,6,10,3,3,12,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,85,77,3,3,1,5,11,3,1,5,3,6,2,6,3,1,2,1,4,1,1
LysR family transcriptional regulator lrhA,5,1,0,0,1,0,1,1,0,4,0,0,1,1,0,2,1,0,1,0,1,3,3,2,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9,7,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0
LysR family transcriptional regulator near succinyl-CoA:3-ketoacid-coenzyme A transferase,2,0,2,3,6,5,3,4,0,7,3,3,3,4,4,0,0,1,1,1,0,1,1,5,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,21,2,2,1,2,1,3,0,1,0,1,0,1,0,0,4,2,1,1,1
LysR family transcriptional regulator PA0133,1,3,2,5,11,2,2,5,2,4,2,4,1,3,2,0,0,1,0,1,0,1,1,4,3,5,4,0,0,0,0,0,0,1,1,1,0,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,3,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
LysR family transcriptional regulator PA0191,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LysR family transcriptional regulator PA0739,0,2,1,0,0,0,0,0,0,0,2,1,2,1,1,3,3,2,0,0,0,1,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LysR family transcriptional regulator PA1145,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LysR family transcriptional regulator PA2758,0,0,0,0,1,0,0,1,0,0,3,0,0,0,2,2,1,1,0,0,0,0,0,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,8,8,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
LysR family transcriptional regulator PA2877,2,1,0,6,7,3,5,3,1,2,4,4,1,1,3,3,5,0,0,2,2,0,0,2,5,1,2,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,0,0,0,0,0,0,0,1,1,0,1,0,1,2,0,0,0,0,0
LysR family transcriptional regulator PA3398,8,9,10,7,16,12,6,7,8,12,21,8,14,7,12,2,1,0,0,3,2,4,4,6,7,12,10,1,3,1,2,0,0,0,0,0,0,1,0,1,3,0,3,0,1,0,2,2,0,2,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,2,1,0,1,0,0,1,0,1,1,0,0,0,1,1,2,28,22,4,6,2,3,3,3,1,4,5,1,1,8,0,2,0,0,3,3,2
LysR family transcriptional regulator PA4989,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LysR family transcriptional regulator PA5218,6,0,1,1,1,3,1,0,2,6,1,4,1,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0
LysR family transcriptional regulator PA5437,5,3,5,8,13,6,3,4,6,10,7,8,9,4,6,0,0,0,0,0,1,0,0,1,2,5,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,7,0,2,4,5,1,1,0,1,0,0,4,9,5,1,1,6,6,5,3
LysR family transcriptional regulator STM2281,7,6,2,7,5,3,15,0,3,24,10,1,10,5,5,2,3,0,0,7,4,9,4,2,0,2,5,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,2,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,3,2,1,1,1,1,0,2,3,0,0,0,0,1,0,0,1,0,0
LysR family transcriptional regulator STM3121,220,105,71,106,151,101,119,95,53,229,135,89,172,137,76,116,80,41,38,101,84,158,144,78,79,100,97,7,11,7,5,19,1,0,0,0,1,1,17,28,15,2,13,0,1,0,4,0,1,1,0,0,0,1,0,1,0,1,0,3,2,3,2,1,0,0,0,1,1,2,3,1,1,0,5,2,3,0,1,0,1,0,0,228,220,28,13,14,48,41,85,3,24,6,9,9,27,8,6,2,4,5,2,4
LysR family transcriptional regulator YbhD,41,25,32,51,67,23,16,17,23,55,60,41,63,53,59,23,17,7,4,20,23,29,29,23,22,32,27,5,3,10,6,10,1,1,0,0,0,0,4,15,14,8,12,0,3,0,5,2,5,0,1,0,0,2,1,3,1,1,0,4,1,6,1,2,0,2,4,7,2,1,2,1,2,1,0,1,2,2,0,2,0,2,1,161,145,15,9,6,8,27,9,1,15,3,3,2,7,2,3,0,2,1,3,0
LysR family transcriptional regulator YcjZ,0,1,2,1,3,1,0,0,1,3,4,0,1,1,0,2,1,0,2,1,0,2,0,2,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,2,0,3,1,1,0,0,0,0,0,0,0,0,0
LysR family transcriptional regulator YdcI,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0
LysR family transcriptional regulator YfeR,9,13,6,6,12,7,5,2,5,11,18,8,9,10,5,3,3,3,0,2,2,0,2,8,12,12,10,0,0,0,0,0,0,0,0,0,0,0,1,8,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,21,13,2,3,2,1,0,1,0,1,2,0,0,1,2,3,1,0,0,0,0
LysR family transcriptional regulator YhjC,0,2,0,1,3,0,1,0,0,1,4,1,3,1,1,2,1,0,0,0,0,0,1,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0
LysR family transcriptional regulator YneJ,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LysR family transcriptional regulator YnfL,175,97,80,102,166,88,94,96,63,153,149,81,161,112,85,156,139,45,49,143,141,227,226,100,94,126,110,9,4,7,6,12,3,4,3,3,2,2,20,15,7,5,10,2,3,0,4,1,1,1,1,0,0,0,1,4,2,0,2,5,2,1,2,2,0,2,1,1,1,2,2,2,0,1,7,2,1,0,0,1,2,1,2,171,171,14,12,4,8,28,33,3,15,3,8,3,15,8,3,4,2,5,4,1
LysR-type transcriptional regulator for nopaline catabolism NocR,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lysyl-tRNA synthetase (class I) (EC 6.1.1.6),236,148,93,256,326,192,158,145,105,376,272,171,325,299,219,114,106,30,26,70,75,96,98,227,219,257,247,156,176,163,189,395,61,82,132,35,151,175,140,246,153,80,176,15,23,2,56,16,15,16,22,1,0,17,20,36,3,7,13,31,27,33,14,10,1,24,20,25,25,20,36,31,14,22,31,39,12,0,30,28,8,16,26,637,622,138,105,53,106,168,268,25,161,60,67,51,142,32,21,30,22,40,48,34
Lysyl-tRNA synthetase (class II) (EC 6.1.1.6),1154,1185,758,1412,1984,1039,908,838,705,1585,1846,1467,2325,1841,1717,390,356,127,134,362,330,585,565,516,512,687,652,555,551,568,540,1002,894,848,1065,699,1072,768,284,478,477,423,749,76,62,15,151,88,59,87,59,2,0,44,72,134,30,69,58,122,79,112,67,58,5,90,88,87,80,93,151,89,46,70,80,103,77,3,71,61,35,67,62,2289,2199,460,345,170,373,463,508,57,357,173,299,195,640,150,180,169,131,235,232,241
Lysyl-tRNA synthetase (class II) (EC 6.1.1.6)_ chloroplast,2,0,2,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,1,1,6,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2
Lysyl-tRNA synthetase (class II) (EC 6.1.1.6)_ mitochondrial,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lysyl-tRNA synthetase (class II) related protein found fused to membrane protein,39,11,19,27,37,8,20,9,5,35,24,14,79,49,48,6,6,1,0,3,0,1,2,6,2,3,4,3,6,8,8,10,2,8,2,0,3,2,12,17,10,0,11,4,1,0,12,2,3,7,6,0,0,1,3,2,0,2,7,5,2,5,1,1,1,3,2,3,4,5,10,2,2,3,5,1,2,0,3,0,4,2,1,124,130,10,8,1,1,4,7,0,4,3,10,5,22,7,10,4,2,4,0,1
M protein trans-acting positive regulator (Mga),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Macrolide export ATP-binding/permease protein MacB (EC 3.6.3.-),1360,1401,1054,1582,2341,1407,1096,1170,1029,2098,2595,1989,2486,2139,1868,675,635,183,169,679,644,1013,965,626,612,770,721,516,255,147,250,409,296,71,207,138,227,111,209,337,297,337,538,37,37,3,83,45,31,41,25,0,0,21,30,79,26,50,21,70,37,78,31,34,1,51,40,55,60,57,73,44,22,48,56,69,54,3,47,30,31,37,31,2553,2511,423,296,159,336,582,623,60,356,165,427,324,929,187,203,240,229,332,323,354
